unvCd,대학,전형,모집단위,항목,골든값,크롤러값,비고
0000072,가톨릭관동대학교,가톨릭지도자추천,국어교육과,반영교과,전교과,"전,과목,정성평가",문자열 불일치
0000072,가톨릭관동대학교,가톨릭지도자추천,영어교육과,반영교과,전교과,"전,과목,정성평가",문자열 불일치
0000072,가톨릭관동대학교,가톨릭지도자추천,간호학과,반영교과,전교과,"전,과목,정성평가",문자열 불일치
0000072,가톨릭관동대학교,가톨릭지도자추천,컴퓨터교육과,반영교과,전교과,"전,과목,정성평가",문자열 불일치
0000072,가톨릭관동대학교,가톨릭지도자추천,지리교육과,반영교과,전교과,"전,과목,정성평가",문자열 불일치
0000072,가톨릭관동대학교,가톨릭지도자추천,치위생학과,반영교과,전교과,"전,과목,정성평가",문자열 불일치
0000072,가톨릭관동대학교,가톨릭지도자추천,역사교육과,반영교과,전교과,"전,과목,정성평가",문자열 불일치
0000072,가톨릭관동대학교,가톨릭지도자추천,체육교육과,반영교과,전교과,"전,과목,정성평가",문자열 불일치
0000072,가톨릭관동대학교,가톨릭지도자추천,의학과(의예과),반영교과,전교과,"전,과목,정성평가",문자열 불일치
0000072,가톨릭관동대학교,가톨릭지도자추천,수학교육과,반영교과,전교과,"전,과목,정성평가",문자열 불일치
0000072,가톨릭관동대학교,가톨릭지도자추천,임상병리학과,반영교과,전교과,"전,과목,정성평가",문자열 불일치
0000072,가톨릭관동대학교,가톨릭지도자추천,사회복지학전공,반영교과,전교과,"전,과목,정성평가",문자열 불일치
0000072,가톨릭관동대학교,가톨릭지도자추천,자율전공학부,반영교과,전교과,"전,과목,정성평가",문자열 불일치
0000003,강원대학교,지역인재,의예과,경쟁률,13.05,8.96,차이: -4.09
0000003,강원대학교,지역인재,의예과,충원합격순위,19.0,9,차이: -10.00
0000052,건국대학교,KU자기추천,국제무역학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,산업공학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,국어국문학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,사학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,화학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,응용통계학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,KU자유전공학부,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,전기전자공학부,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,사회환경공학부,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,일어교육과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,건축학부,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,식량자원과학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,중어중문학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,영어영문학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,재료공학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,교육공학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,경제학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,생물공학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,부동산학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,컴퓨터공학부,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,기술경영학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,융합생명공학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,수학교육과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,철학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,경영학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,지리학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,영어교육과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,물리학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,수의예과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,수학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,화공학부,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,행정학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,첨단바이오공학부,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,생명과학특성학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,미디어커뮤니케이션학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,문화콘텐츠학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,정치외교학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000052,건국대학교,KU자기추천,시스템생명공학과,반영교과,전교과,"전과목,(,본,전형에서는,전과목을,평가하며,교과성적,학생부등급,산출은,국어,영어,수학,사회,과학,과목의,단순,산술,평균으로,산출된,값임,)",문자열 불일치
0000056,경기대학교,기회균형선발,신소재화학공학부,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,영어영문학과,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,전자공학부,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,바이오융합학부,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,건축학과(5년제),반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,신소재화학공학부,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,국어국문학과,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,사학과,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,바이오융합학부,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,사회에너지시스템공학과,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,Fine Arts학부,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,국어국문학과,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,기계시스템공학과,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,사회에너지시스템공학과,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,화학과,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,공공안전학부,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,산업경영공학과,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,AI컴퓨터공학부,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,기계시스템공학과,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,공공인재학부,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,휴먼서비스학부,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,수학과,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,공공안전학부,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,디자인비즈학부,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,산업경영공학과,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,공공인재학부,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,글로벌어문학부,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,AI컴퓨터공학부,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,경제학부,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,휴먼서비스학부,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,스마트시티공학부,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,무역학과,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,경영학부,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,법학과,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,유아교육과,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,문헌정보학과,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,글로벌어문학부,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,경제학부,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,무역학과,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,스마트시티공학부,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,경영학부,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,영어영문학과,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,KGU학생부종합,전자공학부,반영교과,"자연:,공통+국수영사과한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000056,경기대학교,기회균형선발,법학과,반영교과,"인문:,공통+국수영사한","서류평가,시,전,교과,정성평가,(,※,교과성적,학생부,평균등급,산출에,대한,반영,교과는,학생부교과전형,산출방식과,동일하게,적용,)",문자열 불일치
0000059,경남대학교,지역인재,보건의료정보학과,모집인원,19.0,5.0,차이: -14.00
0000059,경남대학교,지역인재,보건의료정보학과,충원합격순위,7.0,13.0,차이: +6.00
0000059,경남대학교,지역인재,소방안전공학과,모집인원,44.0,10.0,차이: -34.00
0000059,경남대학교,지역인재,소방안전공학과,충원합격순위,18.0,30.0,차이: +12.00
0000059,경남대학교,지역인재,스포츠과학부,모집인원,56.0,8.0,차이: -48.00
0000059,경남대학교,지역인재,스포츠과학부,충원합격순위,6.0,12.0,차이: +6.00
0000059,경남대학교,지역인재,자유전공학부,모집인원,73.0,23.0,차이: -50.00
0000059,경남대학교,지역인재,자유전공학부,충원합격순위,28.0,50.0,차이: +22.00
0000059,경남대학교,지역인재,식품영양학과,모집인원,18.0,4.0,차이: -14.00
0000059,경남대학교,지역인재,식품영양학과,충원합격순위,3.0,7.0,차이: +4.00
0000059,경남대학교,지역인재,게임학과,모집인원,30.0,8.0,차이: -22.00
0000059,경남대학교,지역인재,게임학과,충원합격순위,8.0,16.0,차이: +8.00
0000059,경남대학교,지역인재,교육학과,모집인원,21.0,8.0,차이: -13.00
0000059,경남대학교,지역인재,교육학과,충원합격순위,6.0,13.0,차이: +7.00
0000059,경남대학교,지역인재,디지털공연영상학과,모집인원,14.0,9.0,차이: -5.00
0000059,경남대학교,지역인재,사회복지학과,모집인원,60.0,14.0,차이: -46.00
0000059,경남대학교,지역인재,사회복지학과,충원합격순위,23.0,39.0,차이: +16.00
0000059,경남대학교,지역인재,디지털마케팅학과,모집인원,20.0,5.0,차이: -15.00
0000059,경남대학교,지역인재,디지털마케팅학과,충원합격순위,4.0,9.0,차이: +5.00
0000059,경남대학교,지역인재,응급구조학과,모집인원,47.0,9.0,차이: -38.00
0000059,경남대학교,지역인재,응급구조학과,충원합격순위,7.0,15.0,차이: +8.00
0000059,경남대학교,지역인재,심리학과,모집인원,22.0,5.0,차이: -17.00
0000059,경남대학교,지역인재,심리학과,충원합격순위,4.0,9.0,차이: +5.00
0000059,경남대학교,지역인재,무역물류학과,모집인원,11.0,5.0,차이: -6.00
0000059,경남대학교,지역인재,무역물류학과,충원합격순위,2.0,6.0,차이: +4.00
0000059,경남대학교,지역인재,미래자동차학과,모집인원,8.0,5.0,차이: -3.00
0000059,경남대학교,지역인재,컴퓨터공학부,모집인원,44.0,24.0,차이: -20.00
0000059,경남대학교,지역인재,컴퓨터공학부,충원합격순위,6.0,20.0,차이: +14.00
0000059,경남대학교,지역인재,수학교육과,모집인원,16.0,10.0,차이: -6.00
0000059,경남대학교,지역인재,수학교육과,충원합격순위,1.0,6.0,차이: +5.00
0000059,경남대학교,지역인재,가정교육과,모집인원,18.0,8.0,차이: -10.00
0000059,경남대학교,지역인재,가정교육과,충원합격순위,4.0,10.0,차이: +6.00
0000059,경남대학교,지역인재,작업치료학과,모집인원,61.0,14.0,차이: -47.00
0000059,경남대학교,지역인재,작업치료학과,충원합격순위,24.0,41.0,차이: +17.00
0000059,경남대학교,지역인재,제약공학과,모집인원,10.0,5.0,차이: -5.00
0000059,경남대학교,지역인재,제약공학과,충원합격순위,1.0,4.0,차이: +3.00
0000059,경남대학교,지역인재,스마트기계융합공학전공,모집인원,21.0,9.0,차이: -12.00
0000059,경남대학교,지역인재,스마트기계융합공학전공,충원합격순위,5.0,12.0,차이: +7.00
0000059,경남대학교,지역인재,일어교육과,모집인원,34.0,8.0,차이: -26.00
0000059,경남대학교,지역인재,일어교육과,충원합격순위,3.0,8.0,차이: +5.00
0000059,경남대학교,지역인재,미디어영상학과,모집인원,30.0,6.0,차이: -24.00
0000059,경남대학교,지역인재,미디어영상학과,충원합격순위,6.0,12.0,차이: +6.00
0000059,경남대학교,지역인재,경영학부,모집인원,45.0,20.0,차이: -25.00
0000059,경남대학교,지역인재,경영학부,충원합격순위,11.0,25.0,차이: +14.00
0000059,경남대학교,지역인재,법학과,모집인원,11.0,6.0,차이: -5.00
0000059,경남대학교,지역인재,법학과,충원합격순위,1.0,5.0,차이: +4.00
0000059,경남대학교,지역인재,외식조리학과,모집인원,32.0,5.0,차이: -27.00
0000059,경남대학교,지역인재,외식조리학과,충원합격순위,9.0,15.0,차이: +6.00
0000059,경남대학교,지역인재,국어교육과,모집인원,27.0,10.0,차이: -17.00
0000059,경남대학교,지역인재,국어교육과,충원합격순위,8.0,16.0,차이: +8.00
0000059,경남대학교,지역인재,유아교육과,모집인원,24.0,10.0,차이: -14.00
0000059,경남대학교,지역인재,유아교육과,충원합격순위,6.0,14.0,차이: +8.00
0000059,경남대학교,지역인재,전기공학과,모집인원,40.0,10.0,차이: -30.00
0000059,경남대학교,지역인재,전기공학과,충원합격순위,18.0,30.0,차이: +12.00
0000059,경남대학교,지역인재,여행항공관광학과,모집인원,20.0,9.0,차이: -11.00
0000059,경남대학교,지역인재,여행항공관광학과,충원합격순위,5.0,11.0,차이: +6.00
0000059,경남대학교,지역인재,영어교육과,모집인원,25.0,10.0,차이: -15.00
0000059,경남대학교,지역인재,영어교육과,충원합격순위,7.0,15.0,차이: +8.00
0000059,경남대학교,지역인재,행정학과,모집인원,11.0,5.0,차이: -6.00
0000059,경남대학교,지역인재,행정학과,충원합격순위,1.0,4.0,차이: +3.00
0000059,경남대학교,지역인재,간호학과,모집인원,232.0,48.0,차이: -184.00
0000059,경남대학교,지역인재,간호학과,충원합격순위,12.0,39.0,차이: +27.00
0000059,경남대학교,지역인재,경호보안학과,모집인원,28.0,5.0,차이: -23.00
0000059,경남대학교,지역인재,경호보안학과,충원합격순위,2.0,6.0,차이: +4.00
0000059,경남대학교,지역인재,경찰학부,모집인원,67.0,15.0,차이: -52.00
0000059,경남대학교,지역인재,경찰학부,충원합격순위,17.0,31.0,차이: +14.00
0000059,경남대학교,지역인재,기계공학부,모집인원,43.0,13.0,차이: -30.00
0000059,경남대학교,지역인재,기계공학부,충원합격순위,17.0,30.0,차이: +13.00
